modelo,corte,accuracy,sensibilidad,especificidad,precision,f1,auc,log_loss,tasa_evento_obs,tasa_evento_pred
Logit ocurrencia,0.5,0.8628520381776295,0.4466532460996477,0.9584851113038451,0.7119935820296831,0.548940776248647,0.9131755660128505,0.32213563718665356,0.18684470355917063,0.19236028897507473
